Tanggal,Waktu,Nomor Transaksi,Nama Kasir,Event,Nilai,Lokasi Penyimpanan Bukti Transaksi
01-June-2021,11:38:09,,Admin Pandan Arum,File TransaksiTokoTerkonfirmasiLOG dibuat,,
