Tanggal,Waktu,Nomor Transaksi,Nama Kasir,Event,Nilai,Lokasi Penyimpanan Bukti Transaksi
02-June-2021,08:12:44,,Admin Pandan Arum,File TransaksiTokoTerkonfirmasiLOG dibuat,,
