Tanggal,Waktu,Nomor Transaksi,Nama Kasir,Event,Nilai,Lokasi Penyimpanan Bukti Transaksi
03-June-2021,09:12:31,,Admin Pandan Arum,File TransaksiTokoTerkonfirmasiLOG dibuat,,
