Tanggal,Waktu,Nomor Transaksi,Nama Kasir,Event,Nilai,Lokasi Penyimpanan Bukti Transaksi
08-June-2021,10:59:49,,Admin Pandan Arum,File TransaksiTokoTerkonfirmasiLOG dibuat,,
